showdate,set,position,songid,slug,trans_mark,gap,isjam,city,state,country,venueid,tourid,showlength,artist,times_played,last_played,debut
1990-04-07,1,4,8,acdc-bag,", ",2,0,Crested Butte,CO,USA,180,60,27,Phish,329.0,2023-10-08,1986-04-01
1990-04-07,1,5,603,the-squirming-coil, > ,11,0,Crested Butte,CO,USA,180,60,27,Phish,367.0,2023-07-25,1990-01-20
1990-04-07,1,6,586,the-lizards,", ",2,0,Crested Butte,CO,USA,180,60,27,Phish,326.0,2023-08-04,1988-01-27
1990-04-07,1,7,646,walk-away,", ",3,0,Crested Butte,CO,USA,180,60,27,The James Gang,91.0,2023-07-23,1988-07-23
1990-04-07,1,8,48,bathtub-gin,", ",14,0,Crested Butte,CO,USA,180,60,27,Phish,298.0,2023-10-10,1989-05-26
1990-04-07,1,9,440,possum,", ",2,0,Crested Butte,CO,USA,180,60,27,Phish,558.0,2023-10-11,1985-09-27
1990-04-07,1,10,627,tweezer,", ",2,0,Crested Butte,CO,USA,180,60,27,Phish,395.0,2023-10-15,1990-03-28
1990-04-07,1,11,381,mikes-song, > ,2,0,Crested Butte,CO,USA,180,60,27,Phish,528.0,2023-10-10,1985-03-16
1990-04-07,1,12,273,i-am-hydrogen, > ,2,0,Crested Butte,CO,USA,180,60,27,Phish,345.0,2023-07-26,1985-04-06
1990-04-07,1,13,653,weekapaug-groove,,2,0,Crested Butte,CO,USA,180,60,27,Phish,502.0,2023-10-10,1988-07-23
1990-04-07,2,14,234,golgi-apparatus,", ",2,0,Crested Butte,CO,USA,180,60,27,Phish,475.0,2023-10-13,1986-10-12
1990-04-07,2,15,126,colonel-forbins-ascent, > ,13,0,Crested Butte,CO,USA,180,60,27,Phish,127.0,2021-08-31,1988-03-12
1990-04-07,2,16,695,fly-famous-mockingbird,", ",13,0,Crested Butte,CO,USA,180,60,27,Phish,127.0,2021-08-31,1988-02-07
1990-04-07,2,17,220,funky-bitch,", ",7,0,Crested Butte,CO,USA,180,60,27,Son Seals,229.0,2023-10-11,1986-12-06
1990-04-07,2,18,556,take-the-a-train,", ",3,0,Crested Butte,CO,USA,180,60,27,Duke Ellington,118.0,1994-04-13,1987-04-29
1990-04-07,2,19,79,bold-as-love,", ",9,0,Crested Butte,CO,USA,180,60,27,Jimi Hendrix Experience,83.0,2021-09-04,1988-07-07
1990-04-07,2,20,195,fee,", ",2,0,Crested Butte,CO,USA,180,60,27,Phish,285.0,2023-02-25,1987-08-09
1990-04-07,2,21,479,runaway-jim,", ",7,0,Crested Butte,CO,USA,180,60,27,Phish,396.0,2023-10-14,1990-03-28
1990-04-07,2,22,209,foam,", ",3,0,Crested Butte,CO,USA,180,60,27,Phish,352.0,2023-10-13,1988-10-29
1990-04-07,2,23,690,you-enjoy-myself,", ",1,0,Crested Butte,CO,USA,180,60,27,Phish,608.0,2023-10-08,1986-02-03
1990-04-07,2,24,62,bike,", ",75,0,Crested Butte,CO,USA,180,60,27,Pink Floyd,42.0,2018-11-02,1987-11-19
1990-04-07,2,25,249,harpua,,11,0,Crested Butte,CO,USA,180,60,27,Phish,65.0,2021-10-30,1987-05-11
1990-04-07,e,26,58,big-black-furry-creature-from-mars,", ",13,0,Crested Butte,CO,USA,180,60,27,Phish,132.0,2023-07-15,1987-08-21
1990-04-07,e,27,130,contact,,2,0,Crested Butte,CO,USA,180,60,27,Phish,172.0,2022-06-03,1988-06-15
1992-05-16,1,1,364,maze,", ",2,0,Boston,MA,USA,190,11,28,Phish,333.0,2023-10-06,1992-03-06
1992-05-16,1,2,209,foam,", ",1,0,Boston,MA,USA,190,11,28,Phish,352.0,2023-10-13,1988-10-29
1992-05-16,1,3,227,glide,", ",2,0,Boston,MA,USA,190,11,28,Phish,116.0,2021-08-31,1991-09-27
1992-05-16,1,4,529,split-open-and-melt,", ",5,0,Boston,MA,USA,190,11,28,Phish,339.0,2023-10-14,1989-02-17
1992-05-16,1,5,84,bouncing-around-the-room,", ",1,0,Boston,MA,USA,190,11,28,Phish,484.0,2023-10-06,1990-01-20
1992-05-16,1,6,403,my-sweet-one,", ",3,0,Boston,MA,USA,190,11,28,Phish,251.0,2022-08-10,1989-09-09
1992-05-16,1,7,269,horn,", ",2,0,Boston,MA,USA,190,11,28,Phish,175.0,2023-07-29,1990-05-24
1992-05-16,1,8,234,golgi-apparatus,", ",1,0,Boston,MA,USA,190,11,28,Phish,475.0,2023-10-13,1986-10-12
1992-05-16,1,9,586,the-lizards,", ",12,0,Boston,MA,USA,190,11,28,Phish,326.0,2023-08-04,1988-01-27
1992-05-16,1,10,108,cavern, > ,1,0,Boston,MA,USA,190,11,28,Phish,472.0,2023-10-14,1990-03-28
1992-05-16,1,11,148,david-bowie,,3,0,Boston,MA,USA,190,11,28,Phish,468.0,2023-10-15,1986-10-31
1992-05-16,2,12,479,runaway-jim,", ",3,0,Boston,MA,USA,190,11,28,Phish,396.0,2023-10-14,1990-03-28
1992-05-16,2,13,307,its-ice, > ,3,0,Boston,MA,USA,190,11,28,Phish,246.0,2023-10-10,1991-09-25
1992-05-16,2,14,430,paul-and-silas, > ,15,0,Boston,MA,USA,190,11,28,Josh White,91.0,2016-07-22,1990-09-13
1992-05-16,2,15,627,tweezer,", ",5,0,Boston,MA,USA,190,11,28,Phish,395.0,2023-10-15,1990-03-28
1992-05-16,2,16,603,the-squirming-coil, > ,5,0,Boston,MA,USA,190,11,28,Phish,367.0,2023-07-25,1990-01-20
1992-05-16,2,17,690,you-enjoy-myself,", ",1,0,Boston,MA,USA,190,11,28,Phish,608.0,2023-10-08,1986-02-03
1992-05-16,2,18,582,the-horse, > ,6,0,Boston,MA,USA,190,11,28,Phish,170.0,2022-07-23,1992-03-07
1992-05-16,2,19,507,silent-in-the-morning,", ",6,0,Boston,MA,USA,190,11,28,Phish,185.0,2022-07-23,1992-03-07
1992-05-16,2,20,592,the-oh-kee-pa-ceremony, > ,10,0,Boston,MA,USA,190,11,28,Phish,219.0,2022-07-30,1989-08-12
1992-05-16,2,21,8,acdc-bag, > ,75,0,Boston,MA,USA,190,11,28,Phish,329.0,2023-10-08,1986-04-01
1992-05-16,2,22,698,cold-as-ice, > ,1,0,Boston,MA,USA,190,11,28,Foreigner,47.0,1992-05-18,1992-03-07
1992-05-16,2,23,136,cracklin-rosie, > ,2,0,Boston,MA,USA,190,11,28,Neil Diamond,51.0,2023-07-29,1992-03-07
1992-05-16,2,24,696,hold-your-head-up,", ",2,0,Boston,MA,USA,190,11,28,Argent,312.0,2023-07-29,1987-08-21
1992-05-16,2,25,438,poor-heart, > ,2,0,Boston,MA,USA,190,11,28,Phish,309.0,2023-07-18,1988-08-04
1992-05-16,2,26,628,tweezer-reprise,,5,0,Boston,MA,USA,190,11,28,Phish,308.0,2023-10-15,1991-02-01
1992-05-16,e,27,546,sweet-adeline,", ",1,0,Boston,MA,USA,190,11,28,Artie Shaw,174.0,2016-12-29,1990-03-28
1992-05-16,e,28,545,suzy-greenberg,,2,0,Boston,MA,USA,190,11,28,Phish,448.0,2023-10-08,1987-02-13
1992-05-17,1,1,584,the-landlady,", ",4,2,Schenectady,NY,USA,191,11,26,Phish,214.0,2022-08-14,1990-09-13
1992-05-17,1,2,345,llama,", ",4,2,Schenectady,NY,USA,191,11,26,Phish,317.0,2023-10-07,1990-10-27
1992-05-17,1,3,126,colonel-forbins-ascent, > ,9,2,Schenectady,NY,USA,191,11,26,Phish,127.0,2021-08-31,1988-03-12
1992-05-17,1,4,695,fly-famous-mockingbird, > ,9,2,Schenectady,NY,USA,191,11,26,Phish,127.0,2021-08-31,1988-02-07
1992-05-17,1,5,403,my-sweet-one, > ,1,2,Schenectady,NY,USA,191,11,26,Phish,251.0,2022-08-10,1989-09-09
1992-05-17,1,6,455,reba,", ",3,2,Schenectady,NY,USA,191,11,26,Phish,402.0,2023-10-10,1989-10-01
1992-05-17,1,7,276,i-didnt-know,", ",5,2,Schenectady,NY,USA,191,11,26,Phish,262.0,2023-07-23,1987-11-18
1992-05-17,1,8,538,stash,", ",2,2,Schenectady,NY,USA,191,11,26,Phish,439.0,2023-10-15,1990-09-13
1992-05-17,1,9,590,the-mango-song, > ,11,2,Schenectady,NY,USA,191,11,26,Phish,106.0,2023-09-02,1989-03-30
1992-05-17,1,10,438,poor-heart, > ,1,2,Schenectady,NY,USA,191,11,26,Phish,309.0,2023-07-18,1988-08-04
1992-05-17,1,11,110,chalk-dust-torture,,2,2,Schenectady,NY,USA,191,11,26,Phish,501.0,2023-10-14,1991-02-01
1992-05-17,2,12,575,the-curtain, > ,7,2,Schenectady,NY,USA,191,11,26,Phish,123.0,2022-07-26,1988-02-24
1992-05-17,2,13,440,possum,", ",3,2,Schenectady,NY,USA,191,11,26,Phish,558.0,2023-10-11,1985-09-27
1992-05-17,2,14,239,guelah-papyrus,", ",4,2,Schenectady,NY,USA,191,11,26,Phish,205.0,2022-07-22,1991-02-01
1992-05-17,2,15,603,the-squirming-coil,", ",1,2,Schenectady,NY,USA,191,11,26,Phish,367.0,2023-07-25,1990-01-20
1992-05-17,2,16,18,all-things-reconsidered,", ",3,2,Schenectady,NY,USA,191,11,26,Phish,81.0,1997-02-23,1991-09-25
1992-05-17,2,17,90,brother,", ",9,2,Schenectady,NY,USA,191,11,26,Phish,60.0,2021-10-15,1991-09-25
1992-05-17,2,18,486,sanity, > ,13,2,Schenectady,NY,USA,191,11,26,Phish,44.0,2023-08-01,1986-10-15
1992-05-17,2,19,698,cold-as-ice, > ,1,2,Schenectady,NY,USA,191,11,26,Foreigner,47.0,1992-05-18,1992-03-07
1992-05-17,2,20,353,love-you, > ,2,2,Schenectady,NY,USA,191,11,26,Syd Barrett,93.0,2016-07-16,1987-10-31
1992-05-17,2,21,696,hold-your-head-up,", ",1,2,Schenectady,NY,USA,191,11,26,Argent,312.0,2023-07-29,1987-08-21
1992-05-17,2,22,525,sparkle, > ,2,2,Schenectady,NY,USA,191,11,26,Phish,333.0,2023-09-01,1991-09-25
1992-05-17,2,23,250,harry-hood,", ",7,2,Schenectady,NY,USA,191,11,26,Phish,414.0,2023-10-13,1985-10-30
1992-05-17,2,24,108,cavern,,1,2,Schenectady,NY,USA,191,11,26,Phish,472.0,2023-10-14,1990-03-28
1992-05-17,e,25,329,lawn-boy, > ,13,2,Schenectady,NY,USA,191,11,26,Phish,219.0,2023-07-19,1989-11-30
1992-05-17,e,26,235,good-times-bad-times,,9,2,Schenectady,NY,USA,191,11,26,Led Zeppelin,228.0,2023-07-28,1986-12-06
1992-05-18,1,1,545,suzy-greenberg,", ",2,0,Burlington,VT,USA,16,11,26,Phish,448.0,2023-10-08,1987-02-13
1992-05-18,1,2,364,maze,", ",2,0,Burlington,VT,USA,16,11,26,Phish,333.0,2023-10-06,1992-03-06
1992-05-18,1,3,84,bouncing-around-the-room, > ,2,0,Burlington,VT,USA,16,11,26,Phish,484.0,2023-10-06,1990-01-20
1992-05-18,1,4,161,divided-sky,", ",7,0,Burlington,VT,USA,16,11,26,Phish,433.0,2023-08-05,1987-05-11
1992-05-18,1,5,239,guelah-papyrus,", ",1,0,Burlington,VT,USA,16,11,26,Phish,205.0,2022-07-22,1991-02-01
1992-05-18,1,6,209,foam,", ",2,0,Burlington,VT,USA,16,11,26,Phish,352.0,2023-10-13,1988-10-29
1992-05-18,1,7,438,poor-heart,", ",1,0,Burlington,VT,USA,16,11,26,Phish,309.0,2023-07-18,1988-08-04
1992-05-18,1,8,269,horn,", ",2,0,Burlington,VT,USA,16,11,26,Phish,175.0,2023-07-29,1990-05-24
1992-05-18,1,9,525,sparkle,", ",1,0,Burlington,VT,USA,16,11,26,Phish,333.0,2023-09-01,1991-09-25
1992-05-18,1,10,478,run-like-an-antelope,,4,0,Burlington,VT,USA,16,11,26,Phish,474.0,2023-10-15,1985-04-06
1992-05-18,2,11,227,glide,", ",2,0,Burlington,VT,USA,16,11,26,Phish,116.0,2021-08-31,1991-09-27
1992-05-18,2,12,345,llama,", ",1,0,Burlington,VT,USA,16,11,26,Phish,317.0,2023-10-07,1990-10-27
1992-05-18,2,13,588,the-man-who-stepped-into-yesterday, > ,23,0,Burlington,VT,USA,16,11,26,Phish,83.0,2022-04-21,1987-05-11
1992-05-18,2,14,36,avenu-malkenu, > ,23,0,Burlington,VT,USA,16,11,26,Traditional,83.0,2022-04-21,1987-05-11
1992-05-18,2,15,588,the-man-who-stepped-into-yesterday, > ,0,0,Burlington,VT,USA,16,11,26,Phish,83.0,2022-04-21,1987-05-11
1992-05-18,2,16,381,mikes-song, > ,4,0,Burlington,VT,USA,16,11,26,Phish,528.0,2023-10-10,1985-03-16
1992-05-18,2,17,273,i-am-hydrogen, > ,4,0,Burlington,VT,USA,16,11,26,Phish,345.0,2023-07-26,1985-04-06
1992-05-18,2,18,653,weekapaug-groove,", ",4,0,Burlington,VT,USA,16,11,26,Phish,502.0,2023-10-10,1988-07-23
1992-05-18,2,19,195,fee, > ,7,0,Burlington,VT,USA,16,11,26,Phish,285.0,2023-02-25,1987-08-09
1992-05-18,2,20,462,rift,", ",4,0,Burlington,VT,USA,16,11,26,Phish,305.0,2023-10-13,1990-02-25
1992-05-18,2,21,108,cavern, > ,1,0,Burlington,VT,USA,16,11,26,Phish,472.0,2023-10-14,1990-03-28
1992-05-18,2,22,698,cold-as-ice, > ,1,0,Burlington,VT,USA,16,11,26,Foreigner,47.0,1992-05-18,1992-03-07
1992-05-18,2,23,353,love-you, > ,1,0,Burlington,VT,USA,16,11,26,Syd Barrett,93.0,2016-07-16,1987-10-31
1992-05-18,2,24,696,hold-your-head-up,", ",1,0,Burlington,VT,USA,16,11,26,Argent,312.0,2023-07-29,1987-08-21
1992-05-18,2,25,479,runaway-jim,,2,0,Burlington,VT,USA,16,11,26,Phish,396.0,2023-10-14,1990-03-28
1992-05-18,e,26,472,rocky-top,,3,0,Burlington,VT,USA,16,11,26,Osborne Brothers,205.0,2019-12-28,1987-09-21
1990-05-11,1,1,381,mikes-song, > ,2,0,Providence,RI,USA,32,60,18,Phish,528.0,2023-10-10,1985-03-16
1990-05-11,1,2,273,i-am-hydrogen, > ,2,0,Providence,RI,USA,32,60,18,Phish,345.0,2023-07-26,1985-04-06
1990-05-11,1,3,653,weekapaug-groove,", ",2,0,Providence,RI,USA,32,60,18,Phish,502.0,2023-10-10,1988-07-23
1990-05-11,1,4,632,uncle-pen,", ",1,0,Providence,RI,USA,32,60,18,Bill Monroe,211.0,2017-08-05,1990-03-28
1990-05-11,1,5,209,foam,", ",9,0,Providence,RI,USA,32,60,18,Phish,352.0,2023-10-13,1988-10-29
1990-05-11,1,6,84,bouncing-around-the-room, > ,1,0,Providence,RI,USA,32,60,18,Phish,484.0,2023-10-06,1990-01-20
1990-05-11,1,7,440,possum,", ",1,0,Providence,RI,USA,32,60,18,Phish,558.0,2023-10-11,1985-09-27
1990-05-11,1,8,455,reba,", ",1,0,Providence,RI,USA,32,60,18,Phish,402.0,2023-10-10,1989-10-01
1990-05-11,1,9,262,highway-to-hell,,6,0,Providence,RI,USA,32,60,18,AC/DC,77.0,2009-08-16,1989-10-01
1990-05-11,2,10,592,the-oh-kee-pa-ceremony, > ,1,0,Providence,RI,USA,32,60,18,Phish,219.0,2022-07-30,1989-08-12
1990-05-11,2,11,8,acdc-bag, > ,1,0,Providence,RI,USA,32,60,18,Phish,329.0,2023-10-08,1986-04-01
1990-05-11,2,12,586,the-lizards,", ",6,0,Providence,RI,USA,32,60,18,Phish,326.0,2023-08-04,1988-01-27
1990-05-11,2,13,627,tweezer,", ",1,0,Providence,RI,USA,32,60,18,Phish,395.0,2023-10-15,1990-03-28
1990-05-11,2,14,686,ya-mar,", ",8,0,Providence,RI,USA,32,60,18,Cyril Ferguson,230.0,2023-10-08,1987-02-21
1990-05-11,2,15,353,love-you,", ",8,0,Providence,RI,USA,32,60,18,Syd Barrett,93.0,2016-07-16,1987-10-31
1990-05-11,2,16,235,good-times-bad-times,,1,0,Providence,RI,USA,32,60,18,Led Zeppelin,228.0,2023-07-28,1986-12-06
1990-05-11,e,17,556,take-the-a-train, > ,15,0,Providence,RI,USA,32,60,18,Duke Ellington,118.0,1994-04-13,1987-04-29
1990-05-11,e,18,58,big-black-furry-creature-from-mars,,9,0,Providence,RI,USA,32,60,18,Phish,132.0,2023-07-15,1987-08-21
1990-05-30,1,1,690,you-enjoy-myself,", ",2,0,Charlotte,NC,USA,68,60,21,Phish,608.0,2023-10-08,1986-02-03
1990-05-30,1,2,686,ya-mar,", ",4,0,Charlotte,NC,USA,68,60,21,Cyril Ferguson,230.0,2023-10-08,1987-02-21
1990-05-30,1,3,234,golgi-apparatus,", ",3,0,Charlotte,NC,USA,68,60,21,Phish,475.0,2023-10-13,1986-10-12
1990-05-30,1,4,161,divided-sky,", ",4,0,Charlotte,NC,USA,68,60,21,Phish,433.0,2023-08-05,1987-05-11
1990-05-30,1,5,403,my-sweet-one,", ",3,0,Charlotte,NC,USA,68,60,21,Phish,251.0,2022-08-10,1989-09-09
1990-05-30,1,6,209,foam,", ",2,0,Charlotte,NC,USA,68,60,21,Phish,352.0,2023-10-13,1988-10-29
1990-05-30,1,7,440,possum,,3,0,Charlotte,NC,USA,68,60,21,Phish,558.0,2023-10-11,1985-09-27
1990-05-30,2,8,455,reba,", ",2,0,Charlotte,NC,USA,68,60,21,Phish,402.0,2023-10-10,1989-10-01
1990-05-30,2,9,592,the-oh-kee-pa-ceremony, > ,3,0,Charlotte,NC,USA,68,60,21,Phish,219.0,2022-07-30,1989-08-12
1990-05-30,2,10,545,suzy-greenberg,", ",4,0,Charlotte,NC,USA,68,60,21,Phish,448.0,2023-10-08,1987-02-13
1990-05-30,2,11,602,the-sloth,", ",3,0,Charlotte,NC,USA,68,60,21,Phish,175.0,2021-10-30,1987-08-09
1990-05-30,2,12,158,dinner-and-a-movie,", ",2,0,Charlotte,NC,USA,68,60,21,Phish,149.0,2023-02-24,1987-11-19
1990-05-30,2,13,84,bouncing-around-the-room,", ",2,0,Charlotte,NC,USA,68,60,21,Phish,484.0,2023-10-06,1990-01-20
1990-05-30,2,14,478,run-like-an-antelope,", ",4,0,Charlotte,NC,USA,68,60,21,Phish,474.0,2023-10-15,1985-04-06
1990-05-30,2,15,329,lawn-boy,", ",7,0,Charlotte,NC,USA,68,60,21,Phish,219.0,2023-07-19,1989-11-30
1990-05-30,2,16,208,fluffhead,", ",17,0,Charlotte,NC,USA,68,60,21,Phish,277.0,2023-10-14,1984-12-01
1990-05-30,2,17,546,sweet-adeline,", ",4,0,Charlotte,NC,USA,68,60,21,Artie Shaw,174.0,2016-12-29,1990-03-28
1990-05-30,2,18,381,mikes-song, > ,2,0,Charlotte,NC,USA,68,60,21,Phish,528.0,2023-10-10,1985-03-16
1990-05-30,2,19,273,i-am-hydrogen, > ,2,0,Charlotte,NC,USA,68,60,21,Phish,345.0,2023-07-26,1985-04-06
1990-05-30,2,20,653,weekapaug-groove,,2,0,Charlotte,NC,USA,68,60,21,Phish,502.0,2023-10-10,1988-07-23
1990-05-30,e,21,235,good-times-bad-times,,2,0,Charlotte,NC,USA,68,60,21,Led Zeppelin,228.0,2023-07-28,1986-12-06
1990-11-10,1,1,455,reba,", ",5,0,Richmond,IN,USA,202,60,22,Phish,402.0,2023-10-10,1989-10-01
1990-11-10,1,2,584,the-landlady, > ,1,0,Richmond,IN,USA,202,60,22,Phish,214.0,2022-08-14,1990-09-13
1990-11-10,1,3,84,bouncing-around-the-room,", ",2,0,Richmond,IN,USA,202,60,22,Phish,484.0,2023-10-06,1990-01-20
1990-11-10,1,4,479,runaway-jim,", ",4,0,Richmond,IN,USA,202,60,22,Phish,396.0,2023-10-14,1990-03-28
1990-11-10,1,5,108,cavern,", ",3,0,Richmond,IN,USA,202,60,22,Phish,472.0,2023-10-14,1990-03-28
1990-11-10,1,6,403,my-sweet-one,", ",4,0,Richmond,IN,USA,202,60,22,Phish,251.0,2022-08-10,1989-09-09
1990-11-10,1,7,96,buried-alive, > ,6,0,Richmond,IN,USA,202,60,22,Phish,165.0,2023-10-08,1990-09-13
1990-11-10,1,8,586,the-lizards,", ",1,0,Richmond,IN,USA,202,60,22,Phish,326.0,2023-08-04,1988-01-27
1990-11-10,1,9,381,mikes-song, > ,2,0,Richmond,IN,USA,202,60,22,Phish,528.0,2023-10-10,1985-03-16
1990-11-10,1,10,273,i-am-hydrogen, > ,2,0,Richmond,IN,USA,202,60,22,Phish,345.0,2023-07-26,1985-04-06
1990-11-10,1,11,653,weekapaug-groove,,2,0,Richmond,IN,USA,202,60,22,Phish,502.0,2023-10-10,1988-07-23
1990-11-10,2,12,545,suzy-greenberg,", ",1,0,Richmond,IN,USA,202,60,22,Phish,448.0,2023-10-08,1987-02-13
1990-11-10,2,13,690,you-enjoy-myself, > ,1,0,Richmond,IN,USA,202,60,22,Phish,608.0,2023-10-08,1986-02-03
1990-11-10,2,14,568,the-asse-festival,", ",2,0,Richmond,IN,USA,202,60,22,Phish,24.0,1991-04-27,1990-09-13
1990-11-10,2,15,195,fee,", ",5,0,Richmond,IN,USA,202,60,22,Phish,285.0,2023-02-25,1987-08-09
1990-11-10,2,16,345,llama,", ",1,0,Richmond,IN,USA,202,60,22,Phish,317.0,2023-10-07,1990-10-27
1990-11-10,2,17,161,divided-sky,", ",2,0,Richmond,IN,USA,202,60,22,Phish,433.0,2023-08-05,1987-05-11
1990-11-10,2,18,696,hold-your-head-up, > ,5,0,Richmond,IN,USA,202,60,22,Argent,312.0,2023-07-29,1987-08-21
1990-11-10,2,19,62,bike, > ,9,0,Richmond,IN,USA,202,60,22,Pink Floyd,42.0,2018-11-02,1987-11-19
1990-11-10,2,20,696,hold-your-head-up,", ",0,0,Richmond,IN,USA,202,60,22,Argent,312.0,2023-07-29,1987-08-21
1990-11-10,2,21,235,good-times-bad-times,,3,0,Richmond,IN,USA,202,60,22,Led Zeppelin,228.0,2023-07-28,1986-12-06
1990-11-10,e,22,440,possum,,1,0,Richmond,IN,USA,202,60,22,Phish,558.0,2023-10-11,1985-09-27
1990-11-16,1,1,545,suzy-greenberg,", ",2,0,Providence,RI,USA,95,60,21,Phish,448.0,2023-10-08,1987-02-13
1990-11-16,1,2,96,buried-alive,", ",1,0,Providence,RI,USA,95,60,21,Phish,165.0,2023-10-08,1990-09-13
1990-11-16,1,3,209,foam,", ",1,0,Providence,RI,USA,95,60,21,Phish,352.0,2023-10-13,1988-10-29
1990-11-16,1,4,690,you-enjoy-myself,", ",1,0,Providence,RI,USA,95,60,21,Phish,608.0,2023-10-08,1986-02-03
1990-11-16,1,5,357,magilla,", ",1,0,Providence,RI,USA,95,60,21,Phish,71.0,2003-07-22,1990-09-13
1990-11-16,1,6,345,llama,", ",1,0,Providence,RI,USA,95,60,21,Phish,317.0,2023-10-07,1990-10-27
1990-11-16,1,7,161,divided-sky,", ",2,0,Providence,RI,USA,95,60,21,Phish,433.0,2023-08-05,1987-05-11
1990-11-16,1,8,234,golgi-apparatus,,1,0,Providence,RI,USA,95,60,21,Phish,475.0,2023-10-13,1986-10-12
1990-11-16,2,9,584,the-landlady,", ",1,0,Providence,RI,USA,95,60,21,Phish,214.0,2022-08-14,1990-09-13
1990-11-16,2,10,381,mikes-song, > ,2,0,Providence,RI,USA,95,60,21,Phish,528.0,2023-10-10,1985-03-16
1990-11-16,2,11,273,i-am-hydrogen, > ,2,0,Providence,RI,USA,95,60,21,Phish,345.0,2023-07-26,1985-04-06
1990-11-16,2,12,653,weekapaug-groove,", ",2,0,Providence,RI,USA,95,60,21,Phish,502.0,2023-10-10,1988-07-23
1990-11-16,2,13,329,lawn-boy,", ",1,0,Providence,RI,USA,95,60,21,Phish,219.0,2023-07-19,1989-11-30
1990-11-16,2,14,622,tube,", ",1,0,Providence,RI,USA,95,60,21,Phish,186.0,2023-10-14,1990-09-13
1990-11-16,2,15,430,paul-and-silas, > ,1,0,Providence,RI,USA,95,60,21,Josh White,91.0,2016-07-22,1990-09-13
1990-11-16,2,16,586,the-lizards,", ",2,0,Providence,RI,USA,95,60,21,Phish,326.0,2023-08-04,1988-01-27
1990-11-16,2,17,479,runaway-jim,", ",1,0,Providence,RI,USA,95,60,21,Phish,396.0,2023-10-14,1990-03-28
1990-11-16,2,18,276,i-didnt-know,", ",3,0,Providence,RI,USA,95,60,21,Phish,262.0,2023-07-23,1987-11-18
1990-11-16,2,19,440,possum,,1,0,Providence,RI,USA,95,60,21,Phish,558.0,2023-10-11,1985-09-27
1990-11-16,e,20,130,contact,", ",5,0,Providence,RI,USA,95,60,21,Phish,172.0,2022-06-03,1988-06-15
1990-11-16,e,21,199,fire,,4,0,Providence,RI,USA,95,60,21,Jimi Hendrix Experience,138.0,2023-07-25,1984-12-01
1990-11-17,1,1,345,llama,", ",1,0,Somerville,MA,USA,203,60,27,Phish,317.0,2023-10-07,1990-10-27
1990-11-17,1,2,603,the-squirming-coil,", ",2,0,Somerville,MA,USA,203,60,27,Phish,367.0,2023-07-25,1990-01-20
1990-11-17,1,3,584,the-landlady,", ",1,0,Somerville,MA,USA,203,60,27,Phish,214.0,2022-08-14,1990-09-13
1990-11-17,1,4,479,runaway-jim,", ",1,0,Somerville,MA,USA,203,60,27,Phish,396.0,2023-10-14,1990-03-28
1990-11-17,1,5,84,bouncing-around-the-room,", ",2,0,Somerville,MA,USA,203,60,27,Phish,484.0,2023-10-06,1990-01-20
1990-11-17,1,6,690,you-enjoy-myself,", ",1,0,Somerville,MA,USA,203,60,27,Phish,608.0,2023-10-08,1986-02-03
1990-11-17,1,7,108,cavern,", ",2,0,Somerville,MA,USA,203,60,27,Phish,472.0,2023-10-14,1990-03-28
1990-11-17,1,8,185,eliza,", ",2,0,Somerville,MA,USA,203,60,27,Phish,22.0,1992-05-14,1990-09-15
1990-11-17,1,9,592,the-oh-kee-pa-ceremony, > ,5,0,Somerville,MA,USA,203,60,27,Phish,219.0,2022-07-30,1989-08-12
1990-11-17,1,10,545,suzy-greenberg, > ,1,0,Somerville,MA,USA,203,60,27,Phish,448.0,2023-10-08,1987-02-13
1990-11-17,1,11,148,david-bowie,,2,0,Somerville,MA,USA,203,60,27,Phish,468.0,2023-10-15,1986-10-31
1990-11-17,2,12,96,buried-alive, > ,1,0,Somerville,MA,USA,203,60,27,Phish,165.0,2023-10-08,1990-09-13
1990-11-17,2,13,208,fluffhead,", ",8,0,Somerville,MA,USA,203,60,27,Phish,277.0,2023-10-14,1984-12-01
1990-11-17,2,14,381,mikes-song, > ,1,0,Somerville,MA,USA,203,60,27,Phish,528.0,2023-10-10,1985-03-16
1990-11-17,2,15,273,i-am-hydrogen, > ,1,0,Somerville,MA,USA,203,60,27,Phish,345.0,2023-07-26,1985-04-06
1990-11-17,2,16,653,weekapaug-groove,", ",1,0,Somerville,MA,USA,203,60,27,Phish,502.0,2023-10-10,1988-07-23
1990-11-17,2,17,187,esther,", ",9,0,Somerville,MA,USA,203,60,27,Phish,134.0,2023-09-01,1988-09-12
1990-11-17,2,18,696,hold-your-head-up, > ,3,0,Somerville,MA,USA,203,60,27,Argent,312.0,2023-07-29,1987-08-21
1990-11-17,2,19,353,love-you, > ,8,0,Somerville,MA,USA,203,60,27,Syd Barrett,93.0,2016-07-16,1987-10-31
1990-11-17,2,20,696,hold-your-head-up, > ,0,0,Somerville,MA,USA,203,60,27,Argent,312.0,2023-07-29,1987-08-21
1990-11-17,2,21,440,possum,", ",1,0,Somerville,MA,USA,203,60,27,Phish,558.0,2023-10-11,1985-09-27
1990-11-17,2,22,329,lawn-boy,", ",1,0,Somerville,MA,USA,203,60,27,Phish,219.0,2023-07-19,1989-11-30
1990-11-17,2,23,472,rocky-top,", ",7,0,Somerville,MA,USA,203,60,27,Osborne Brothers,205.0,2019-12-28,1987-09-21
